name;id;sp_attack;sp_defense;speed;ability
Jynx23;14050;115;95;95;Oblivious
Electabuzz23;14051;95;85;105;Static
Magmar23;14052;100;85;93;Flame Body
Pinsir23;14053;65;90;105;Hyper Cutter
Tauros23;14054;40;70;110;Intimidate
Magikarp23;14055;15;20;80;Swift Swim
Gyarados23;14056;70;130;81;Intimidate
Lapras23;14057;85;95;60;Water Absorb
Ditto23;14058;48;48;48;Limber
Eevee23;14059;45;65;55;Run Away
Vaporeon23;14060;110;95;65;Water Absorb
Jolteon23;14061;110;95;130;Volt Absorb
Flareon23;14062;95;110;65;Flash Fire
Porygon23;14063;85;75;40;Trace
Omanyte23;14064;90;55;35;Swift Swim
Omastar23;14065;115;70;55;Swift Swim
Kabuto23;14066;55;45;55;Swift Swim
Kabutops23;14067;65;70;80;Swift Swim
Aerodactyl23;14068;70;95;150;Rock Head
Snorlax23;14069;65;110;30;Immunity
Articuno23;14070;95;125;85;Pressure
Zapdos23;14071;125;90;100;Pressure
Moltres23;14072;125;85;90;Pressure
Dratini23;14073;50;50;50;Shed Skin
Dragonair23;14074;70;70;70;Shed Skin
Dragonite23;14075;100;100;80;Inner Focus
Mewtwo23;14076;194;120;140;Pressure
Mew23;14077;100;100;100;Synchronize
Chikorita23;14078;49;65;45;Overgrow
Bayleef23;14079;63;80;60;Overgrow
Meganium23;14080;83;100;80;Overgrow
Cyndaquil23;14081;60;50;65;Blaze
Quilava23;14082;80;65;80;Blaze
Typhlosion23;14083;109;85;100;Blaze
Totodile23;14084;44;48;43;Torrent
Croconaw23;14085;59;63;58;Torrent
Feraligatr23;14086;79;83;78;Torrent
Sentret23;14087;35;45;20;Run Away
Furret23;14088;45;55;90;Run Away
Hoothoot23;14089;36;56;50;Insomnia
Noctowl23;14090;86;96;70;Insomnia
Ledyba23;14091;40;80;55;Swarm
Ledian23;14092;55;110;85;Swarm
Spinarak23;14093;40;40;30;Swarm
Ariados23;14094;60;70;40;Swarm
Crobat23;14095;70;80;130;Inner Focus
Chinchou23;14096;56;56;67;Volt Absorb
Lanturn23;14097;76;76;67;Volt Absorb
Pichu23;14098;35;35;60;Static
Cleffa23;14099;45;55;15;Cute Charm
Igglybuff23;14100;40;20;15;Cute Charm
Togepi23;14101;40;65;20;Hustle
Togetic23;14102;80;105;40;Hustle
Natu23;14103;70;45;70;Synchronize
Xatu23;14104;95;70;95;Synchronize
Mareep23;14105;65;45;35;Static
Flaaffy23;14106;80;60;45;Static
Ampharos23;14107;165;110;45;Static
Bellossom23;14108;90;100;50;Chlorophyll
Marill23;14109;20;50;40;Thick Fat
Azumarill23;14110;60;80;50;Thick Fat
Sudowoodo23;14111;30;65;30;Sturdy
Politoed23;14112;90;100;70;Water Absorb
Hoppip23;14113;35;55;50;Chlorophyll
Skiploom23;14114;45;65;80;Chlorophyll
Jumpluff23;14115;55;95;110;Chlorophyll
Aipom23;14116;40;55;85;Run Away
Sunkern23;14117;30;30;30;Chlorophyll
Sunflora23;14118;105;85;30;Chlorophyll
Yanma23;14119;75;45;95;Speed Boost
Wooper23;14120;25;25;15;Damp
Quagsire23;14121;65;65;35;Damp
Espeon23;14122;130;95;110;Synchronize
Umbreon23;14123;60;130;65;Synchronize
Murkrow23;14124;85;42;91;Insomnia
Slowking23;14125;100;110;30;Oblivious
Misdreavus23;14126;85;85;85;Levitate
Unown23;14127;72;48;48;Levitate
Wobbuffet23;14128;33;58;33;Shadow Tag
Girafarig23;14129;90;65;85;Inner Focus
Pineco23;14130;35;35;15;Sturdy
Forretress23;14131;60;60;40;Sturdy
Dunsparce23;14132;65;65;45;Serene Grace
Gligar23;14133;35;65;85;Hyper Cutter
Steelix23;14134;55;95;30;Rock Head
Snubbull23;14135;40;40;30;Intimidate
Granbull23;14136;60;60;45;Intimidate
Qwilfish23;14137;55;55;85;Poison Point
Scizor23;14138;65;100;75;Swarm
Shuckle23;14139;10;230;5;Sturdy
Heracross23;14140;40;105;75;Swarm
Sneasel23;14141;35;75;115;Inner Focus
Teddiursa23;14142;50;50;40;Pickup
Ursaring23;14143;75;75;55;Guts
Slugma23;14144;70;40;20;Magma Armor
Magcargo23;14145;90;80;30;Magma Armor
Swinub23;14146;30;30;50;Oblivious
Piloswine23;14147;60;60;50;Oblivious
Corsola23;14148;65;95;35;Hustle
Remoraid23;14149;65;35;65;Hustle
Octillery23;14150;105;75;45;Suction Cups
Delibird23;14151;65;45;75;Vital Spirit
Mantine23;14152;80;140;70;Swift Swim
Skarmory23;14153;40;70;70;Keen Eye
Houndour23;14154;80;50;65;Early Bird
Houndoom23;14155;140;90;115;Early Bird
Kingdra23;14156;95;95;85;Swift Swim
Phanpy23;14157;40;40;40;Pickup
Donphan23;14158;60;60;50;Sturdy
Stantler23;14159;85;65;85;Intimidate
Smeargle23;14160;20;45;75;Own Tempo
Tyrogue23;14161;35;35;35;Guts
Hitmontop23;14162;35;110;70;Intimidate
Smoochum23;14163;85;65;65;Oblivious
Elekid23;14164;65;55;95;Static
Magby23;14165;70;55;83;Flame Body
Miltank23;14166;40;70;100;Thick Fat
Blissey23;14167;75;135;55;Natural Cure
Raikou23;14168;115;100;115;Pressure
Entei23;14169;90;75;100;Pressure
Suicune23;14170;90;115;85;Pressure
Larvitar23;14171;45;50;41;Guts
Pupitar23;14172;65;70;51;Shed Skin
Tyranitar23;14173;95;120;71;Sand Stream
Lugia23;14174;90;154;110;Pressure
Ho-Oh23;14175;110;154;90;Pressure
Celebi23;14176;100;100;100;Natural Cure
Treecko23;14177;65;55;70;Overgrow
Grovyle23;14178;85;65;95;Overgrow
Sceptile23;14179;145;85;145;Overgrow
Torchic23;14180;70;50;45;Blaze
Combusken23;14181;85;60;55;Blaze
Blaziken23;14182;130;80;100;Blaze
Mudkip23;14183;50;50;40;Torrent
Marshtomp23;14184;60;70;50;Torrent
Swampert23;14185;95;110;70;Torrent
Poochyena23;14186;30;30;35;Run Away
Mightyena23;14187;60;60;70;Intimidate
Zigzagoon23;14188;30;41;60;Pickup
Linoone23;14189;50;61;100;Pickup
Wurmple23;14190;20;30;20;Shield Dust
Silcoon23;14191;25;25;15;Shed Skin
Beautifly23;14192;100;50;65;Swarm
Cascoon23;14193;25;25;15;Shed Skin
Dustox23;14194;50;90;65;Shield Dust
Lotad23;14195;40;50;30;Swift Swim
Lombre23;14196;60;70;50;Swift Swim
Ludicolo23;14197;90;100;70;Swift Swim
Seedot23;14198;30;30;30;Chlorophyll
Nuzleaf23;14199;60;40;60;Chlorophyll
Shiftry23;14200;90;60;80;Chlorophyll
Taillow23;14201;30;30;85;Guts
Swellow23;14202;75;50;125;Guts
Wingull23;14203;55;30;85;Keen Eye
Pelipper23;14204;95;70;65;Keen Eye
Ralts23;14205;45;35;40;Synchronize
Kirlia23;14206;65;55;50;Synchronize
Gardevoir23;14207;165;135;100;Synchronize
Surskit23;14208;50;52;65;Swift Swim
Masquerain23;14209;100;82;80;Intimidate
Shroomish23;14210;40;60;35;Effect Spore
Breloom23;14211;60;60;70;Effect Spore
Slakoth23;14212;35;35;30;Truant
Vigoroth23;14213;55;55;90;Vital Spirit
Slaking23;14214;95;65;100;Truant
Nincada23;14215;30;30;40;Compoundeyes
Ninjask23;14216;50;50;160;Speed Boost
Shedinja23;14217;30;30;40;Wonder Guard
Whismur23;14218;51;23;28;Soundproof
Loudred23;14219;71;43;48;Soundproof
Exploud23;14220;91;73;68;Soundproof
Makuhita23;14221;20;30;25;Thick Fat
Hariyama23;14222;40;60;50;Thick Fat
Azurill23;14223;20;40;20;Thick Fat
Nosepass23;14224;45;90;30;Sturdy
Skitty23;14225;35;35;50;Cute Charm
Delcatty23;14226;55;55;90;Cute Charm
Sableye23;14227;85;115;20;Keen Eye
Mawile23;14228;55;95;50;Hyper Cutter
Aron23;14229;40;40;30;Sturdy
Lairon23;14230;50;50;40;Sturdy
Aggron23;14231;60;80;50;Sturdy
Meditite23;14232;40;55;60;Pure Power
Medicham23;14233;80;85;100;Pure Power
Electrike23;14234;65;40;65;Static
Manectric23;14235;135;80;135;Static
Plusle23;14236;85;75;95;Plus
Minun23;14237;75;85;95;Minus
Volbeat23;14238;47;85;85;Illuminate
Illumise23;14239;73;85;85;Oblivious
Roselia23;14240;100;80;65;Natural Cure
Gulpin23;14241;43;53;40;Liquid Ooze
Swalot23;14242;73;83;55;Liquid Ooze
Carvanha23;14243;65;20;65;Rough Skin
Sharpedo23;14244;110;65;105;Rough Skin
Wailmer23;14245;70;35;60;Water Veil
Wailord23;14246;90;45;60;Water Veil
Numel23;14247;65;45;35;Oblivious
Camerupt23;14248;145;105;20;Magma Armor
Torkoal23;14249;85;70;20;White Smoke
Spoink23;14250;70;80;60;Thick Fat
Grumpig23;14251;90;110;80;Thick Fat
Spinda23;14252;60;60;60;Own Tempo
Trapinch23;14253;45;45;10;Hyper Cutter
Vibrava23;14254;50;50;70;Levitate
Flygon23;14255;80;80;100;Levitate
Cacnea23;14256;85;40;35;Sand Veil
Cacturne23;14257;115;60;55;Sand Veil
Swablu23;14258;40;75;50;Natural Cure
Altaria23;14259;110;105;80;Natural Cure
Zangoose23;14260;60;60;90;Immunity
Seviper23;14261;100;60;65;Shed Skin
Lunatone23;14262;95;85;70;Levitate
Solrock23;14263;55;65;70;Levitate
Barboach23;14264;46;41;60;Oblivious
Whiscash23;14265;76;71;60;Oblivious
Corphish23;14266;50;35;35;Hyper Cutter
Crawdaunt23;14267;90;55;55;Hyper Cutter
Baltoy23;14268;40;70;55;Levitate
Claydol23;14269;70;120;75;Levitate
Lileep23;14270;61;87;23;Suction Cups
Cradily23;14271;81;107;43;Suction Cups
Anorith23;14272;40;50;75;Battle Armor
Armaldo23;14273;70;80;45;Battle Armor
Feebas23;14274;10;55;80;Swift Swim
Milotic23;14275;100;125;81;Marvel Scale
Castform23;14276;70;70;70;Forecast
Kecleon23;14277;60;120;40;Color Change
Shuppet23;14278;63;33;45;Insomnia
Banette23;14279;93;83;75;Insomnia
Duskull23;14280;30;90;25;Levitate
Dusclops23;14281;60;130;25;Pressure
Tropius23;14282;72;87;51;Chlorophyll
Chimecho23;14283;95;90;65;Levitate
Absol23;14284;115;60;115;Pressure
Wynaut23;14285;23;48;23;Shadow Tag
Snorunt23;14286;50;50;50;Inner Focus
Glalie23;14287;120;80;100;Inner Focus
Spheal23;14288;55;50;25;Thick Fat
Sealeo23;14289;75;70;45;Thick Fat
Walrein23;14290;95;90;65;Thick Fat
Clamperl23;14291;74;55;32;Shell Armor
Huntail23;14292;94;75;52;Swift Swim
Gorebyss23;14293;114;75;52;Swift Swim
Relicanth23;14294;45;65;55;Swift Swim
Luvdisc23;14295;40;65;97;Swift Swim
Bagon23;14296;40;30;50;Rock Head
Shelgon23;14297;60;50;50;Rock Head
Salamence23;14298;120;90;120;Intimidate
Beldum23;14299;35;60;30;Clear Body
Metang23;14300;55;80;50;Clear Body
Metagross23;14301;105;110;110;Clear Body
Regirock23;14302;50;100;50;Clear Body
Regice23;14303;100;200;50;Clear Body
Registeel23;14304;75;150;50;Clear Body
Latias23;14305;140;150;110;Levitate
Latios23;14306;160;120;110;Levitate
Kyogre23;14307;180;160;90;Drizzle
Groudon23;14308;150;90;90;Drought
Rayquaza23;14309;180;100;115;Air Lock
Jirachi23;14310;100;100;100;Serene Grace
Deoxys23;14311;95;90;180;Pressure
Turtwig23;14312;45;55;31;Overgrow
Grotle23;14313;55;65;36;Overgrow
Torterra23;14314;75;85;56;Overgrow
Chimchar23;14315;58;44;61;Blaze
Monferno23;14316;78;52;81;Blaze
Infernape23;14317;104;71;108;Blaze
Piplup23;14318;61;56;40;Torrent
Prinplup23;14319;81;76;50;Torrent
Empoleon23;14320;111;101;60;Torrent
Starly23;14321;30;30;60;Keen Eye
Staravia23;14322;40;40;80;Intimidate
Staraptor23;14323;50;60;100;Intimidate
Bidoof23;14324;35;40;31;Simple
Bibarel23;14325;55;60;71;Simple
Kricketot23;14326;25;41;25;Shed Skin
Kricketune23;14327;55;51;65;Swarm
Shinx23;14328;40;34;45;Rivalry
Luxio23;14329;60;49;60;Rivalry
Luxray23;14330;95;79;70;Rivalry
Budew23;14331;50;70;55;Natural Cure
Roserade23;14332;125;105;90;Natural Cure
Cranidos23;14333;30;30;58;Mold Breaker
Rampardos23;14334;65;50;58;Mold Breaker
Shieldon23;14335;42;88;30;Sturdy
Bastiodon23;14336;47;138;30;Sturdy
Burmy23;14337;29;45;36;Shed Skin
Wormadam23;14338;69;95;36;Anticipation
Mothim23;14339;94;50;66;Swarm
Combee23;14340;30;42;70;Honey Gather
Vespiquen23;14341;80;102;40;Pressure
Pachirisu23;14342;45;90;95;Run Away
Buizel23;14343;60;30;85;Swift Swim
Floatzel23;14344;85;50;115;Swift Swim
Cherubi23;14345;62;53;35;Chlorophyll
Cherrim23;14346;87;78;85;Flower Gift
Shellos23;14347;57;62;34;Sticky Hold
Gastrodon23;14348;92;82;39;Sticky Hold
Ambipom23;14349;60;66;115;Technician
Drifloon23;14350;60;44;70;Aftermath
Drifblim23;14351;90;54;80;Aftermath
Buneary23;14352;44;56;85;Run Away
Lopunny23;14353;54;96;135;Cute Charm
Mismagius23;14354;105;105;105;Levitate
Honchkrow23;14355;105;52;71;Insomnia
Glameow23;14356;42;37;85;Limber
Purugly23;14357;64;59;112;Thick Fat
Chingling23;14358;65;50;45;Levitate
Stunky23;14359;41;41;74;Stench
Skuntank23;14360;71;61;84;Stench
Bronzor23;14361;24;86;23;Levitate
Bronzong23;14362;79;116;33;Levitate
Bonsly23;14363;10;45;10;Sturdy
Mime Jr.23;14364;70;90;60;Soundproof
Happiny23;14365;15;65;30;Natural Cure
Chatot23;14366;92;42;91;Keen Eye
Spiritomb23;14367;92;108;35;Pressure
Gible23;14368;40;45;42;Sand Veil
Gabite23;14369;50;55;82;Sand Veil
Garchomp23;14370;120;95;92;Sand Veil
Munchlax23;14371;40;85;5;Pickup
Riolu23;14372;35;40;60;Steadfast
Lucario23;14373;140;70;112;Steadfast
Hippopotas23;14374;38;42;32;Sand Stream
Hippowdon23;14375;68;72;47;Sand Stream
Skorupi23;14376;30;55;65;Battle Armor
Drapion23;14377;60;75;95;Battle Armor
Croagunk23;14378;61;40;50;Anticipation
Toxicroak23;14379;86;65;85;Anticipation
Carnivine23;14380;90;72;46;Levitate
Finneon23;14381;49;61;66;Swift Swim
Lumineon23;14382;69;86;91;Swift Swim
Mantyke23;14383;60;120;50;Swift Swim
Snover23;14384;62;60;40;Snow Warning
Abomasnow23;14385;132;105;30;Snow Warning
Weavile23;14386;45;85;125;Pressure
Magnezone23;14387;130;90;60;Magnet Pull
Lickilicky23;14388;80;95;50;Own Tempo
Rhyperior23;14389;55;55;40;Lightningrod
Tangrowth23;14390;110;50;50;Chlorophyll
Electivire23;14391;95;85;95;Motor Drive
Magmortar23;14392;125;95;83;Flame Body
Togekiss23;14393;120;115;80;Hustle
Yanmega23;14394;116;56;95;Speed Boost
Leafeon23;14395;60;65;95;Leaf Guard
Glaceon23;14396;130;95;65;Snow Cloak
Gliscor23;14397;45;75;95;Hyper Cutter
Mamoswine23;14398;70;60;80;Oblivious
Porygon-Z23;14399;135;75;90;Adaptability
Gallade23;14400;65;115;110;Steadfast
Probopass23;14401;75;150;40;Sturdy
Dusknoir23;14402;65;135;45;Pressure
Froslass23;14403;80;70;110;Snow Cloak
Rotom23;14404;105;107;86;Levitate
Uxie23;14405;75;130;95;Levitate
Mesprit23;14406;105;105;80;Levitate
Azelf23;14407;125;70;115;Levitate
Dialga23;14408;150;100;90;Pressure
Palkia23;14409;150;120;100;Pressure
Heatran23;14410;130;106;77;Flash Fire
Regigigas23;14411;80;110;100;Slow Start
Giratina23;14412;120;100;90;Pressure
Cresselia23;14413;75;130;85;Levitate
Phione23;14414;80;80;80;Hydration
Manaphy23;14415;100;100;100;Hydration
Darkrai23;14416;135;90;125;Bad Dreams
Shaymin23;14417;120;75;127;Natural Cure
Arceus23;14418;120;120;120;Multitype
Victini23;14419;100;100;100;Victory Star
Snivy23;14420;45;55;63;Overgrow
Servine23;14421;60;75;83;Overgrow
Serperior23;14422;75;95;113;Overgrow
Tepig23;14423;45;45;45;Blaze
Pignite23;14424;70;55;55;Blaze
Emboar23;14425;100;65;65;Blaze
Oshawott23;14426;63;45;45;Torrent
Dewott23;14427;83;60;60;Torrent
Samurott23;14428;108;70;70;Torrent
Patrat23;14429;35;39;42;Run Away
Watchog23;14430;60;69;77;Illuminate
Lillipup23;14431;25;45;55;Vital Spirit
Herdier23;14432;35;65;60;Intimidate
Stoutland23;14433;45;90;80;Intimidate
Purrloin23;14434;50;37;66;Limber
Liepard23;14435;88;50;106;Limber
Pansage23;14436;53;48;64;Gluttony
Simisage23;14437;98;63;101;Gluttony
Pansear23;14438;53;48;64;Gluttony
Simisear23;14439;98;63;101;Gluttony
Panpour23;14440;53;48;64;Gluttony
Simipour23;14441;98;63;101;Gluttony
Munna23;14442;67;55;24;Forewarn
Musharna23;14443;107;95;29;Forewarn
Pidove23;14444;36;30;43;Big Pecks
Tranquill23;14445;50;42;65;Big Pecks
Unfezant23;14446;65;55;93;Big Pecks
Blitzle23;14447;50;32;76;Lightningrod
Zebstrika23;14448;80;63;116;Lightningrod
Roggenrola23;14449;25;25;15;Sturdy
Boldore23;14450;50;40;20;Sturdy
Gigalith23;14451;60;80;25;Sturdy
Woobat23;14452;55;43;72;Unaware
Swoobat23;14453;77;55;114;Unaware
Drilbur23;14454;30;45;68;Sand Rush
Excadrill23;14455;50;65;88;Sand Rush
Audino23;14456;80;126;50;Healer
Timburr23;14457;25;35;35;Guts
Gurdurr23;14458;40;50;40;Guts
Conkeldurr23;14459;55;65;45;Guts
Tympole23;14460;50;40;64;Swift Swim
Palpitoad23;14461;65;55;69;Swift Swim
Seismitoad23;14462;85;75;74;Swift Swim
Throh23;14463;30;85;45;Guts
Sawk23;14464;30;75;85;Sturdy
Sewaddle23;14465;40;60;42;Swarm
Swadloon23;14466;50;80;42;Leaf Guard
Leavanny23;14467;70;80;92;Swarm
Venipede23;14468;30;39;57;Poison Point
Whirlipede23;14469;40;79;47;Poison Point
Scolipede23;14470;55;69;112;Poison Point
Cottonee23;14471;37;50;66;Prankster
Whimsicott23;14472;77;75;116;Prankster
Petilil23;14473;70;50;30;Chlorophyll
Lilligant23;14474;110;75;90;Chlorophyll
Basculin23;14475;80;55;98;Reckless
Sandile23;14476;35;35;65;Intimidate
Krokorok23;14477;45;45;74;Intimidate
Krookodile23;14478;65;70;92;Intimidate
Darumaka23;14479;15;45;50;Hustle
Darmanitan23;14480;140;105;55;Sheer Force
Maractus23;14481;106;67;60;Water Absorb
Dwebble23;14482;35;35;55;Sturdy
Crustle23;14483;65;75;45;Sturdy
Scraggy23;14484;35;70;48;Shed Skin
Scrafty23;14485;45;115;58;Shed Skin
Sigilyph23;14486;103;80;97;Wonder Skin 
Yamask23;14487;55;65;30;Mummy
Cofagrigus23;14488;95;105;30;Mummy
Tirtouga23;14489;53;45;22;Solid Rock
Carracosta23;14490;83;65;32;Solid Rock
Archen23;14491;74;45;70;Defeatist
Archeops23;14492;112;65;110;Defeatist
Trubbish23;14493;40;62;65;Stench
Garbodor23;14494;60;82;75;Stench
Zorua23;14495;80;40;65;Illusion
Zoroark23;14496;120;60;105;Illusion
Minccino23;14497;40;40;75;Cute Charm
Cinccino23;14498;65;60;115;Cute Charm
Gothita23;14499;55;65;45;Frisk
Gothorita23;14500;75;85;55;Frisk
Gothitelle23;14501;95;110;65;Frisk
Solosis23;14502;105;50;20;Overcoat
Duosion23;14503;125;60;30;Overcoat
Reuniclus23;14504;125;85;30;Overcoat
Ducklett23;14505;44;50;55;Keen Eye
Swanna23;14506;87;63;98;Keen Eye
Vanillite23;14507;65;60;44;Ice Body
Vanillish23;14508;80;75;59;Ice Body
Vanilluxe23;14509;110;95;79;Ice Body
Deerling23;14510;40;50;75;Chlorophyll
Sawsbuck23;14511;60;70;95;Chlorophyll
Emolga23;14512;75;60;103;Static
Karrablast23;14513;40;45;60;Swarm
Escavalier23;14514;60;105;20;Swarm
Foongus23;14515;55;55;15;Effect Spore
Amoonguss23;14516;85;80;30;Effect Spore
Frillish23;14517;65;85;40;Water Absorb
Jellicent23;14518;85;105;60;Water Absorb
Alomomola23;14519;40;45;65;Healer
Joltik23;14520;57;50;65;Compoundeyes
Galvantula23;14521;97;60;108;Compoundeyes
Ferroseed23;14522;24;86;10;Iron Barbs
Ferrothorn23;14523;54;116;20;Iron Barbs
Klink23;14524;45;60;30;Plus
Klang23;14525;70;85;50;Plus
Klinklang23;14526;70;85;90;Plus
Tynamo23;14527;45;40;60;Levitate
Eelektrik23;14528;75;70;40;Levitate
Eelektross23;14529;105;80;50;Levitate
Elgyem23;14530;85;55;30;Telepathy
Beheeyem23;14531;125;95;40;Telepathy
Litwick23;14532;65;55;20;Flash Fire
Lampent23;14533;95;60;55;Flash Fire
Chandelure23;14534;145;90;80;Flash Fire
Axew23;14535;30;40;57;Rivalry
Fraxure23;14536;40;50;67;Rivalry
Haxorus23;14537;60;70;97;Rivalry
Cubchoo23;14538;60;40;40;Snow Cloak
Beartic23;14539;70;80;50;Snow Cloak
Cryogonal23;14540;95;135;105;Levitate
Shelmet23;14541;40;65;25;Hydration
Accelgor23;14542;100;60;145;Hydration
Stunfisk23;14543;81;99;32;Static
Mienfoo23;14544;55;50;65;Inner Focus
Mienshao23;14545;95;60;105;Inner Focus
Druddigon23;14546;60;90;48;Rough Skin
Golett23;14547;35;50;35;Iron Fist
Golurk23;14548;55;80;55;Iron Fist
Pawniard23;14549;40;40;60;Defiant
Bisharp23;14550;60;70;70;Defiant
Bouffalant23;14551;40;95;55;Reckless
Rufflet23;14552;37;50;60;Keen Eye
Braviary23;14553;57;75;80;Keen Eye
Vullaby23;14554;45;65;60;Big Pecks
Mandibuzz23;14555;55;95;80;Big Pecks
Heatmor23;14556;105;66;65;Gluttony
Durant23;14557;48;48;109;Swarm
Deino23;14558;45;50;38;Hustle
Zweilous23;14559;65;70;58;Hustle
Bulbasaur24;14560;65;65;45;Overgrow
Ivysaur24;14561;80;80;60;Overgrow
Venusaur24;14562;122;120;80;Overgrow
Charmander24;14563;60;50;65;Blaze
Charmeleon24;14564;80;65;80;Blaze
Charizard24;14565;159;115;100;Blaze
Squirtle24;14566;50;64;43;Torrent
Wartortle24;14567;65;80;58;Torrent
Blastoise24;14568;135;115;78;Torrent
Caterpie24;14569;20;20;45;Shield Dust
Metapod24;14570;25;25;30;Shed Skin
Butterfree24;14571;90;80;70;Compoundeyes
Weedle24;14572;20;20;50;Shield Dust
Kakuna24;14573;25;25;35;Shed Skin
Beedrill24;14574;15;80;145;Swarm
Pidgey24;14575;35;35;56;Keen Eye
Pidgeotto24;14576;50;50;71;Keen Eye
Pidgeot24;14577;135;80;121;Keen Eye
Rattata24;14578;25;35;72;Run Away
Raticate24;14579;40;80;77;Run Away
Spearow24;14580;31;31;70;Keen Eye
Fearow24;14581;61;61;100;Keen Eye
Ekans24;14582;40;54;55;Intimidate
Arbok24;14583;65;79;80;Intimidate
Pikachu24;14584;50;50;90;Static
Raichu24;14585;95;85;110;Static
Sandshrew24;14586;10;35;40;Sand Veil
Sandslash24;14587;25;65;65;Sand Veil
Nidoran-h24;14588;40;40;41;Poison Point
Nidorina24;14589;55;55;56;Poison Point
Nidoqueen24;14590;75;85;76;Poison Point
Nidoran-m24;14591;40;40;50;Poison Point
Nidorino24;14592;55;55;65;Poison Point
Nidoking24;14593;85;75;85;Poison Point
Clefairy24;14594;60;65;35;Cute Charm
Clefable24;14595;95;90;60;Cute Charm
Vulpix24;14596;50;65;65;Flash Fire
Ninetales24;14597;81;100;109;Flash Fire
Jigglypuff24;14598;45;25;20;Cute Charm
Wigglytuff24;14599;85;50;45;Cute Charm
Zubat24;14600;30;40;55;Inner Focus
Golbat24;14601;65;75;90;Inner Focus
Oddish24;14602;75;65;30;Chlorophyll
Gloom24;14603;85;75;40;Chlorophyll
Vileplume24;14604;110;90;50;Chlorophyll
Paras24;14605;45;55;25;Effect Spore
Parasect24;14606;60;80;30;Effect Spore
Venonat24;14607;40;55;45;Compoundeyes
Venomoth24;14608;90;75;90;Shield Dust
Diglett24;14609;35;45;90;Sand Veil
Dugtrio24;14610;50;70;110;Sand Veil
Meowth24;14611;50;40;90;Pickup
Persian24;14612;75;65;115;Limber
Psyduck24;14613;65;50;55;Damp
Golduck24;14614;95;80;85;Damp
Mankey24;14615;35;45;70;Vital Spirit
Primeape24;14616;60;70;95;Vital Spirit
Growlithe24;14617;70;50;60;Intimidate
Arcanine24;14618;100;80;95;Intimidate
Poliwag24;14619;40;40;90;Water Absorb
Poliwhirl24;14620;50;50;90;Water Absorb
Poliwrath24;14621;70;90;70;Water Absorb
Abra24;14622;105;55;90;Synchronize
Kadabra24;14623;120;70;105;Synchronize
Alakazam24;14624;175;105;150;Synchronize
Machop24;14625;35;35;35;Guts
Machoke24;14626;50;60;45;Guts
Machamp24;14627;65;85;55;Guts
Bellsprout24;14628;70;30;40;Chlorophyll
Weepinbell24;14629;85;45;55;Chlorophyll
Victreebel24;14630;100;70;70;Chlorophyll
Tentacool24;14631;50;100;70;Clear Body
Tentacruel24;14632;80;120;100;Clear Body
Geodude24;14633;30;30;20;Rock Head
Graveler24;14634;45;45;35;Rock Head
Golem24;14635;55;65;45;Rock Head
Ponyta24;14636;65;65;90;Run Away
Rapidash24;14637;80;80;105;Run Away
Slowpoke24;14638;40;40;15;Oblivious
Slowbro24;14639;130;80;30;Oblivious
Magnemite24;14640;95;55;45;Magnet Pull
Magneton24;14641;120;70;70;Magnet Pull
Farfetch'd24;14642;58;62;60;Keen Eye
Doduo24;14643;35;35;75;Run Away
Dodrio24;14644;60;60;110;Run Away
Seel24;14645;45;70;45;Thick Fat
Dewgong24;14646;70;95;70;Thick Fat
Grimer24;14647;40;50;25;Stench
Muk24;14648;65;100;50;Stench
Shellder24;14649;45;25;40;Shell Armor
Cloyster24;14650;85;45;70;Shell Armor
Gastly24;14651;100;35;80;Levitate
Haunter24;14652;115;55;95;Levitate
Gengar24;14653;170;95;130;Cursed Body
Onix24;14654;30;45;70;Rock Head
Drowzee24;14655;43;90;42;Insomnia
Hypno24;14656;73;115;67;Insomnia
Krabby24;14657;25;25;50;Hyper Cutter
Kingler24;14658;50;50;75;Hyper Cutter
Voltorb24;14659;55;55;100;Soundproof
Electrode24;14660;80;80;150;Soundproof
Exeggcute24;14661;60;45;40;Chlorophyll
Exeggutor24;14662;125;75;45;Chlorophyll
Cubone24;14663;40;50;35;Rock Head
Marowak24;14664;50;80;45;Rock Head
Hitmonlee24;14665;35;110;87;Limber
Hitmonchan24;14666;35;110;76;Keen Eye
Lickitung24;14667;60;75;30;Own Tempo
Koffing24;14668;60;45;35;Levitate
Weezing24;14669;85;70;60;Levitate
Rhyhorn24;14670;30;30;25;Lightningrod
Rhydon24;14671;45;45;40;Lightningrod
Chansey24;14672;35;105;50;Natural Cure
Tangela24;14673;100;40;60;Chlorophyll
Kangaskhan24;14674;60;100;100;Early Bird
Horsea24;14675;70;25;60;Swift Swim
Seadra24;14676;95;45;85;Poison Point
Goldeen24;14677;35;50;63;Swift Swim
Seaking24;14678;65;80;68;Swift Swim
Staryu24;14679;70;55;85;Illuminate
Starmie24;14680;100;85;115;Illuminate
Mr. Mime24;14681;100;120;90;Soundproof
Scyther24;14682;55;80;105;Swarm
Jynx24;14683;115;95;95;Oblivious
Electabuzz24;14684;95;85;105;Static
Magmar24;14685;100;85;93;Flame Body
Pinsir24;14686;65;90;105;Hyper Cutter
Tauros24;14687;40;70;110;Intimidate
Magikarp24;14688;15;20;80;Swift Swim
Gyarados24;14689;70;130;81;Intimidate
Lapras24;14690;85;95;60;Water Absorb
